/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Thu Jan 13 15:41:28 CET 2022

command file:     verblex_present.q
output file:      verblex_present.out

Lexicon:  
*/

/*  ~A~  */
folow 3: [3 VBP] 
folowe 3: [3 VBP] 
folowe+t 10: [10 VBP] 
folowes 1: [1 VBP] 
foloweth 4: [4 VBP] 
foloweythe 1: [1 VBP] 
folowith 1: [1 VBP] 
folows 1: [1 VBP] 
folowy+te 1: [1 VBP] 
folowyn 5: [5 VBP] 
folowyth 4: [4 VBP] 
folowythe 2: [2 VBP] 
folu 1: [1 VBP] 
folue+t 1: [1 VBP] 
folwe 2: [2 VBP] 
folwe+t 3: [3 VBP] 
folwen 4: [4 VBP] 
folweth 13: [13 VBP] 
folwyn 2: [2 VBP] 
folwyth 2: [2 VBP] 
fon 1: [1 VBP] 
fond 1: [1 VBP] 
fonde 1: [1 VBP] 
fonde+d 13: [13 VBP] 
fondi 1: [1 VBP] 
fondi+d 1: [1 VBP] 
fondie 1: [1 VBP] 
fondist 1: [1 VBP] 
fonge+t 3: [3 VBP] 
for $for 27: [27 VBP21] 
for+d-bringe 1: [1 VBP] 
for+d-te+d 1: [1 VBP] 
for+d-teah 1: [1 VBP] 
for+d-tegh 1: [1 VBP] 
for+dde+d 1: [1 VBP] 
for+de+d 1: [1 VBP] 
for+dest 1: [1 VBP] 
for+dnime+d 1: [1 VBP] 
for+dteo+d 1: [1 VBP] 
for+gefe 1: [1 VBP] 
for+geit 1: [1 VBP] 
for+gelde 1: [1 VBP] 
for+geme 1: [1 VBP] 
for+geme+d 2: [2 VBP] 
for+genne 1: [1 VBP] 
for+geote+d 2: [2 VBP] 
for+get 2: [2 VBP] 
for+gete 6: [6 VBP] 
for+geted 1: [1 VBP] 
for+geten 1: [1 VBP] 
$for+getest 1: [1 VBP] 
for+getist 1: [1 VBP] 
for+geton 1: [1 VBP] 
for+gety+te 1: [1 VBP] 
for+geue 12: [12 VBP] 
for+geue+d 2: [2 VBP] 
for+geue+t 1: [1 VBP] 
for+geuen 2: [2 VBP] 
for+geuest 1: [1 VBP] 
for+geueth 2: [2 VBP] 
for+geuyth 4: [4 VBP] 
for+gife+d 1: [1 VBP] 
for+gifst 1: [1 VBP] 
for+gih 1: [1 VBP] 
for+gite+d 1: [1 VBP] 
for+giue+t 1: [1 VBP] 
for+giuen 3: [3 VBP] 
for+gyte 1: [1 VBP] 
for+gyue 3: [3 VBP] 
for+gyue+t 4: [4 VBP] 
for+gyuen 2: [2 VBP] 
for+gyuon 1: [1 VBP] 
for+te 1: [1 VBP] 
for+te+t+t 1: [1 VBP] 
for-+gelt 1: [1 VBP] 
for-+get 1: [1 VBP] 
for-+gete 2: [2 VBP] 
for-+gete+t 1: [1 VBP] 
for-+geten 1: [1 VBP] 
for-+getest 1: [1 VBP] 
for-+geue 1: [1 VBP] 
for-beedith 1: [1 VBP] 
for-berna+d 2: [2 VBP] 
for-dem+t 1: [1 VBP] 
for-ditte+d 1: [1 VBP] 
for-ga 1: [1 VBP] 
for-gete 1: [1 VBP] 
for-getes 1: [1 VBP] 
for-giue 3: [3 VBP] 
for-gyffe 1: [1 VBP] 
for-heole 1: [1 VBP] 
for-ho+gie 1: [1 VBP] 
for-ho+giet 1: [1 VBP] 
for-hote+d 1: [1 VBP] 
for-leose+d 1: [1 VBP] 
for-lest 1: [1 VBP] 
for-leta+d 1: [1 VBP] 
for-lete 1: [1 VBP] 
for-leten 1: [1 VBP] 
for-melte+d 1: [1 VBP] 
for-quichie+d 1: [1 VBP] 
for-sake 2: [2 VBP] 
for-saken 1: [1 VBP] 
for-tech 1: [1 VBP] 
for-wunde+d 1: [1 VBP] 
forbearne+d 1: [1 VBP] 
forbeddes 1: [1 VBP] 
forbede 1: [1 VBP] 
forbede+d 1: [1 VBP] 
forbedes 2: [2 VBP] 
forbedeth 3: [3 VBP] 
forbedith 4: [4 VBP] 
forbedy+t 1: [1 VBP] 
forbedyth 2: [2 VBP] 
$forbeot 1: [1 VBP] 
forbere 1: [1 VBP] 
forbere+d 5: [5 VBP] 
forberen 1: [1 VBP] 
forberest 1: [1 VBP] 
forberne+d 1: [1 VBP] 
forbet 3: [3 VBP] 
forbett 5: [5 VBP] 
forbiddith 1: [1 VBP] 
forbiet 2: [2 VBP] 
forbrekes 1: [1 VBP] 
forbuwe+d 1: [1 VBP] 
force 1: [1 VBP] 
forcorue 1: [1 VBP] 
forcwedest 1: [1 VBP] 
forde+d 2: [2 VBP] 
fordem+d 2: [2 VBP] 
fordemest 1: [1 VBP] 
fordo 1: [1 VBP] 
fordo+d 2: [2 VBP] 
fordo+t 1: [1 VBP] 
fordon 2: [2 VBP] 
fordose 2: [2 VBP] 
fordraue+d 1: [1 VBP] 
forealdige+d 1: [1 VBP] 
forfar+d 2: [2 VBP] 
forfaren 1: [1 VBP] 
forfeare 1: [1 VBP] 
forfende 1: [1 VBP] 
forfende+t 1: [1 VBP] 
forfendi+t 1: [1 VBP] 
forfendith 1: [1 VBP] 
forfendu+t 2: [2 VBP] 
forga+d 1: [1 VBP] 
forge+t 2: [2 VBP] 
forgeme+d 1: [1 VBP] 
forgen 1: [1 VBP] 
forget 1: [1 VBP] 
forgete 3: [3 VBP] 
forgeth 1: [1 VBP] 
forgetis 1: [1 VBP] 
forgetith 1: [1 VBP] 
forgielde+d 1: [1 VBP] 
forgiet 1: [1 VBP] 
forgif+d 1: [1 VBP] 
forgilt 1: [1 VBP] 
forgiue+d 1: [1 VBP] 
forgult 1: [1 VBP] 
forgyfes 1: [1 VBP] 
forgyffe 2: [2 VBP] 
forgyffes 1: [1 VBP] 
forgyve 1: [1 VBP] 
forhecche+d 1: [1 VBP] 
forho+ga+d 1: [1 VBP] 
forho+ge+d 1: [1 VBP] 
forhorest 1: [1 VBP] 
forhowe+d 1: [1 VBP] 
forhowest 1: [1 VBP] 
forl+ate+d 1: [1 VBP] 
forl+ate+t 1: [1 VBP] 
forlat 2: [2 VBP] 
forlate 2: [2 VBP] 
forlate+d 3: [3 VBP] 
forlaten 2: [2 VBP] 
forlatst 2: [2 VBP] 
forleas 1: [1 VBP] 
forlei+g 1: [1 VBP] 
forleosa+d 1: [1 VBP] 
forleose+d 1: [1 VBP] 
forleoten 1: [1 VBP] 
forlere+d 1: [1 VBP] 
forleseth 1: [1 VBP] 
$forlest 1: [1 VBP] 
forlet 2: [2 VBP] 
forleta+d 1: [1 VBP] 
forlete Forlete 12: [12 VBP] 
forlete+d 14: [14 VBP] 
forleten 14: [14 VBP] 
forletest 2: [2 VBP] 
forleteth 4: [4 VBP] 
forletith 7: [7 VBP] 
forli+d 1: [1 VBP] 
forlies 1: [1 VBP] 
forliese 1: [1 VBP] 
forliese+d 3: [3 VBP] 
forliest 6: [6 VBP] 
forliet 1: [1 VBP] 
forlokis 1: [1 VBP] 
forr+gete+t+t 1: [1 VBP] 
forr+gife Forr+gife 4: [4 VBP] 
forr+gife+t+t 1: [1 VBP] 
forr+gifenn 1: [1 VBP] 
forr+gisfesst 1: [1 VBP] 
forrbede+t+t 1: [1 VBP] 
forrbinde+t+t 1: [1 VBP] 
forrblende+t+t 1: [1 VBP] 
forrbu+ghen 1: [1 VBP] 
forrdo+t 1: [1 VBP] 
forreade+d 1: [1 VBP] 
forrgillte 1: [1 VBP] 
forrho+ghe+t+t 1: [1 VBP] 
forrho+ghenn 1: [1 VBP] 
forrleose+t+t 2: [2 VBP] 
forrleosesst 1: [1 VBP] 
forrlesesst 1: [1 VBP] 
forrlet 1: [1 VBP] 
forrote+d 1: [1 VBP] 
forrotia+d 1: [1 VBP] 
forrotie+d 2: [2 VBP] 
forrsake+t+t 1: [1 VBP] 
forrse 2: [2 VBP] 
forrse+t 1: [1 VBP] 
forrsen 1: [1 VBP] 
forrseo 1: [1 VBP] 
forrseo+t 1: [1 VBP] 
forrsest 1: [1 VBP] 
forrwerrpe 5: [5 VBP] 
forrwerrpe+t+t 9: [9 VBP] 
forrwerrpenn 5: [5 VBP] 
forrwerrpesst 3: [3 VBP] 
forrwurrpenn 1: [1 VBP] 
fors-spende 1: [1 VBP] 
forsak+t 2: [2 VBP] 
forsake 18: [18 VBP] 
forsake+d 2: [2 VBP] 
forsake+t+t 1: [1 VBP] 
forsaken 3: [3 VBP] 
forsakes 5: [5 VBP] 
forsakest 3: [3 VBP] 
forsaketh 1: [1 VBP] 
forsaki+t 1: [1 VBP] 
forsakis 1: [1 VBP] 
forsakyth 1: [1 VBP] 
forschuppe+d 1: [1 VBP] 
forschuptest 1: [1 VBP] 
forseo 1: [1 VBP] 
forseo+d 1: [1 VBP] 
forseoden 1: [1 VBP] 
forsih+d 2: [2 VBP] 
forsleweth 1: [1 VBP] 
forsluggeth 1: [1 VBP] 
forswerie+d 1: [1 VBP] 
forswole+ge+d 1: [1 VBP] 
forswolhe 1: [1 VBP] 
forswolhe+d 1: [1 VBP] 
forswuelge+d 1: [1 VBP] 
forte+d 1: [1 VBP] 
forthenkyth 1: [1 VBP] 
forthynkith 4: [4 VBP] 
fortruste 1: [1 VBP] 
forwalle+d 1: [1 VBP] 
forwerp 1: [1 VBP] 
forwerpe+d 1: [1 VBP] 
forwor+don 1: [1 VBP] 
forworpan 1: [1 VBP] 
forwur+d 1: [1 VBP] 
forwur+de 3: [3 VBP] 
forwur+de+d 2: [2 VBP] 
forwur+dest 2: [2 VBP] 
forwurde+d 1: [1 VBP] 
forwurpe+d 1: [1 VBP] 
foryeteth 1: [1 VBP] 
foryeve 1: [1 VBP] 
foryevest 1: [1 VBP] 
foryeveth 3: [3 VBP] 
fost 1: [1 VBP] 
fosters 1: [1 VBP] 
fostre+d 1: [1 VBP] 
fouche+t 1: [1 VBP] 
foundist 1: [1 VBP] 
freame+d 1: [1 VBP] 
frefra+d 1: [1 VBP] 
frefre+d 1: [1 VBP] 
freine+d 2: [2 VBP] 
freome+d 1: [1 VBP] 
freote+d 1: [1 VBP] 
freoten 1: [1 VBP] 
freotet 1: [1 VBP] 
freseth 2: [2 VBP] 
fret 9: [6 VBP] [3 VBP22] 
frete 1: [1 VBP22] 
frett 1: [1 VBP] 
freure 1: [1 VBP] 
freure+d 4: [4 VBP] 
frieure+d 1: [1 VBP] 
frikie+d 1: [1 VBP] 
fro+ten 1: [1 VBP] 
fro+tys 1: [1 VBP] 
frofre+d 1: [1 VBP] 
frofre+t+t 2: [2 VBP] 
frofri+d 1: [1 VBP] 
frote+t 1: [1 VBP] 
froteth 2: [2 VBP] 
froure+d 2: [2 VBP] 
frouri 1: [1 VBP] 
fule+d 5: [4 VBP] [1 VBP22] 
fulfel+t 1: [1 VBP] 
fulfill 2: [2 VBP] 
fulfille 1: [1 VBP] 
fulfille+t 1: [1 VBP] 
fulfillen 1: [1 VBP] 
fulfilles 3: [3 VBP] 
fulfilleth 2: [2 VBP] 
fulfillis 1: [1 VBP] 
fulfillith 1: [1 VBP] 
fulfyllyth 1: [1 VBP] 
fulie 1: [1 VBP] 
fulie+d 2: [2 VBP] 
fulien 1: [1 VBP] 
full-fille 1: [1 VBP] 
fullcum+d 1: [1 VBP] 
fulle+d 3: [2 VBP] [1 VBP22] 
fulled 1: [1 VBP] 
fullen 1: [1 VBP] 
fulleth 2: [2 VBP] 
fullhtne+t+t 1: [1 VBP] 
fullhtnesst 1: [1 VBP] 
fullust 1: [1 VBP] 
fulste 3: [3 VBP] 
fulste+d 1: [1 VBP] 
funde+d 4: [4 VBP] 
funden 1: [1 VBP] 
fundes 1: [1 VBP] 
fundie+d 1: [1 VBP] 
fur+dre+d 2: [2 VBP] 
fuylu+t 1: [1 VBP] 
fy+gton 1: [1 VBP] 
fyght 1: [1 VBP] 
fyghte 1: [1 VBP] 
fyghteth 1: [1 VBP] 
fyles 1: [1 VBP] 
fylles 1: [1 VBP] 
fyllys 1: [1 VBP] 
fylste 2: [2 VBP] 
fynd 9: [9 VBP] 
fynde 30: [30 VBP] 
fynde+t 7: [7 VBP] 
fynden 33: [33 VBP] 
fyndes 3: [3 VBP] 
fyndest 4: [4 VBP] 
fyndeth 5: [5 VBP] 
fyndis 2: [2 VBP] 
fyndith 2: [2 VBP] 
fyndyn 1: [1 VBP] 
fyndyst 1: [1 VBP] 
fyndyth 1: [1 VBP] 
fyndythe 1: [1 VBP] 
fyne+t 1: [1 VBP] 
fynen 1: [1 VBP] 
fynt 3: [3 VBP] 
fysche 1: [1 VBP] 
fyschyth 1: [1 VBP] 
/*  ~G~  */
+g+afenn 3: [3 VBP] 
+galde 1: [1 VBP] 
+garke+d 1: [1 VBP] 
+garnes 1: [1 VBP] 
+ge 2: [1 VBP22] [1 VBP21] 
+gea+d 1: [1 VBP] 
+gecnoust 1: [1 VBP] 
+gedde+d 1: [1 VBP] 
+gede 3: [3 VBP] 
+gef 3: [3 VBP] 
+gefe 4: [4 VBP] 
+gefe+d 7: [7 VBP] 
+gefele 1: [1 VBP] 
+gefelst 1: [1 VBP] 
+gefylle+d 1: [1 VBP] 
+geher+d 2: [2 VBP] 
+gehiere 1: [1 VBP] 
+gehiere+d 5: [5 VBP] 
+gehire 1: [1 VBP] 
+gei+ge+d 8: [8 VBP] 
$+geie 1: [1 VBP] 
+geie+d 2: [2 VBP] 
+gelast 1: [1 VBP] 
+geld 2: [2 VBP] 
+gelde 13: [13 VBP] 
+gelde+d 1: [1 VBP] 
+gelde+t 2: [2 VBP] 
+gelden 3: [3 VBP] 
+geldest 1: [1 VBP] 
+geldyth 1: [1 VBP] 
+gelefe+d 1: [1 VBP] 
+gelie-ue+d 1: [1 VBP] 
+gelief 1: [1 VBP] 
+geliefst 2: [2 VBP] 
+gelimp+d 1: [1 VBP] 
+gelp+d 1: [1 VBP] 
+gelpe 2: [2 VBP] 
+gelpe+d 5: [5 VBP] 
+gelt 6: [6 VBP] 
+geme+d 4: [3 VBP] [1 VBP22] 
+gemen 1: [1 VBP] 
+gemes 2: [2 VBP] 
+gen-falle 1: [1 VBP] 
+georne 3: [3 VBP] 
+georne+t+t 6: [6 VBP] 
+geornenn 1: [1 VBP] 
+geornesst 3: [3 VBP] 
+geote+d 1: [1 VBP22] 
+geotte+d 1: [1 VBP] 
+geoue 9: [9 VBP] 
+geoue+d 3: [3 VBP] 
+geouen 1: [1 VBP] 
+gerihtwisi+d 1: [1 VBP] 
+gerne 3: [3 VBP] 
+gerne+t+t 1: [1 VBP] 
+gernenn 1: [1 VBP] 
+gernes 3: [3 VBP] 
+gernys 3: [3 VBP] 
+gese+d 1: [1 VBP] 
+gese+dh 1: [1 VBP] 
+geseo 1: [1 VBP] 
+gesie+d 3: [3 VBP] 
+gesien 1: [1 VBP] 
+gesiest 1: [1 VBP] 
+gesik+t 1: [1 VBP] 
+gesikst 2: [2 VBP] 
+get 3: [3 VBP22] 
+getest 1: [1 VBP22] 
+gette 1: [1 VBP] 
$+gette+d +gette+d 3: [3 VBP] 
+getti $+getti 4: [4 VBP] 
+geue 30: [30 VBP] 
+geue+d 26: [24 VBP] [2 VBP22] 
+geue+t 15: [15 VBP] 
+geue+te 2: [2 VBP] 
+geuen 9: [9 VBP] 
+geuest 3: [3 VBP] 
+geuet 1: [1 VBP] 
+geueth 16: [16 VBP] 
+geuist 1: [1 VBP] 
+geuy+t 1: [1 VBP] 
+geuyn 2: [2 VBP] 
+geuyth 18: [18 VBP] 
+geve 1: [1 VBP] 
+geve+t 5: [5 VBP] 
+gevyn 1: [1 VBP] 
+gevyth 1: [1 VBP] 
+gielde 2: [2 VBP] 
+gierne 1: [1 VBP] 
+giesichst 1: [1 VBP] 
+gieu 1: [1 VBP] 
+gif 4: [4 VBP] 
+gif+d 10: [10 VBP] 
+gife 14: [14 VBP] 
+gife+d 5: [5 VBP] 
+gife+t 1: [1 VBP] 
+gife+t+t 18: [18 VBP] 
+gifst 3: [3 VBP] 
+gift 1: [1 VBP] 
+girne 3: [3 VBP] 
+girni 2: [2 VBP] 
+gisce+d 1: [1 VBP] 
+giscet 1: [1 VBP] 
+gisci+d 1: [1 VBP] 
+gitsi+d 2: [2 VBP] 
+giue 9: [9 VBP] 
+giue+d 3: [3 VBP] 
+giue+t 6: [6 VBP] 
+giueth 3: [3 VBP] 
+give 1: [1 VBP] 
+gulde 1: [1 VBP] 
+gyeu+t 1: [1 VBP] 
+gyf 2: [2 VBP] 
+gyue 9: [9 VBP] 
+gyue+t 24: [24 VBP] 
+gyuen 2: [2 VBP] 
+gyueth 6: [6 VBP] 
g+afenn 1: [1 VBP] 
$ga ga Ga 38: [38 VBP] 
ga+d 22: [22 VBP] 
ga+t Ga+t 12: [12 VBP] 
gaa 1: [1 VBP] 
gaas 1: [1 VBP] 
gabbe 1: [1 VBP] 
gabbe+d 1: [1 VBP] 
gabbe+t 1: [1 VBP] 
gabbust 1: [1 VBP] 
gad 3: [3 VBP] 
gaddresst 3: [3 VBP] 
gadere+d 2: [2 VBP] 
gadere+t 2: [2 VBP] 
gaderen 1: [1 VBP] 
gaderith 1: [1 VBP] 
gadre 1: [1 VBP] 
gadren 2: [2 VBP] 
galie+d 1: [1 VBP] 
gan $gan 6: [6 VBP] 
gange 1: [1 VBP] 
gannge+t+t 2: [2 VBP] 
gars Gars 4: [4 VBP] 
garse 1: [1 VBP] 
gas 4: [4 VBP] 
gase 10: [10 VBP] 
gast 2: [2 VBP] 
gayne+t 1: [1 VBP] 
gaynesay 1: [1 VBP] 
ge+d 8: [6 VBP] [2 VBP22] 
ge+g+gne+t+t 1: [1 VBP] 
ge+t 17: [17 VBP] 
gea+d 12: [11 VBP] [1 VBP22] 
geare 1: [1 VBP] 
geast 1: [1 VBP] 
gebere 1: [1 VBP] 
gebide 1: [1 VBP] 
gebide+d 1: [1 VBP] 
gebring+d 1: [1 VBP] 
gebyre+d 1: [1 VBP] 
gecerre+d 1: [1 VBP] 
gecerren 1: [1 VBP] 
gecl+ansa+d 1: [1 VBP] 
geder 1: [1 VBP] 
gederast 1: [1 VBP] 
gedere 2: [2 VBP] 
gedere+d 6: [6 VBP] 
gederest 1: [1 VBP] 
gederet 1: [1 VBP] 
gedire 1: [1 VBP] 
gedre 1: [1 VBP] 
gedre+t 1: [1 VBP] 
gedren 2: [2 VBP] 
gedyrs 2: [2 VBP] 
geetith 1: [1 VBP] 
gef+astne+d 1: [1 VBP] 
gefor+digen 1: [1 VBP] 
gegripe+d 1: [1 VBP] 
geh+al+d 1: [1 VBP] 
geine+d 2: [2 VBP] 
gel+d 1: [1 VBP] 
geletten 1: [1 VBP] 
gelimpe+d 1: [1 VBP] 
gelumpe 1: [1 VBP] 
gem+d 1: [1 VBP] 
geme+d 1: [1 VBP] 
gemun+d 1: [1 VBP] 
$gendere+t gendere+t 3: [3 VBP] 
gendre+t 4: [4 VBP] 
gendren 1: [1 VBP] 
gendrith 1: [1 VBP] 
genyme 1: [1 VBP] 
geonni 1: [1 VBP22] 
geopene+d 1: [1 VBP] 
georne+t+t 1: [1 VBP] 
ger+ade 1: [1 VBP] 
gere 1: [1 VBP] 
gerise+d 1: [1 VBP] 
gese 1: [1 VBP] 
gesih+d 1: [1 VBP] 
gesse 3: [3 VBP] 
gessen 4: [4 VBP] 
gessist 1: [1 VBP] 
gest 1: [1 VBP] 
gestil+d 1: [1 VBP] 
get 1: [1 VBP] 
gete 11: [11 VBP] 
geten 4: [4 VBP] 
getes 3: [3 VBP] 
geteth 4: [4 VBP] 
getis 1: [1 VBP] 
getiste 1: [1 VBP] 
getitt 1: [1 VBP] 
gette 1: [1 VBP] 
gettyn 1: [1 VBP] 
gettyst 1: [1 VBP] 
gettyste 1: [1 VBP] 
getyth 1: [1 VBP] 
geue 4: [4 VBP] 
geunne 1: [1 VBP] 
geuyth 1: [1 VBP] 
geve 2: [2 VBP] 
geveth 2: [2 VBP] 
gevyth 1: [1 VBP] 
gevythe 1: [1 VBP] 
gew+ande+d 1: [1 VBP] 
gew+ant 1: [1 VBP] 
gewillnige+d 1: [1 VBP] 
gewin+d 2: [2 VBP] 
gewur+de+d 1: [1 VBP] 
geyt 1: [1 VBP] 
gield 1: [1 VBP] 
gierne+d 1: [1 VBP] 
gif 6: [6 VBP] 
gif+d 3: [3 VBP] 
gife 4: [4 VBP] 
gife+d 1: [1 VBP] 
gife+t+t 1: [1 VBP] 
gifes 4: [4 VBP] 
gile+d 2: [2 VBP] 
gillte 3: [3 VBP] 
gillte+t+t 4: [4 VBP] 
gilltenn 5: [5 VBP] 
gilltesst 2: [2 VBP] 
ginne 1: [1 VBP] 
girdyn 1: [1 VBP] 
giue 44: [44 VBP] 
giue+d 9: [9 VBP] 
giued 1: [1 VBP] 
giuen 3: [3 VBP] 
giuis 6: [6 VBP] 
glade Glade 8: [8 VBP] 
glade+t Glade+t 3: [3 VBP] 
gladed 1: [1 VBP] 
gladeden 1: [1 VBP] 
gladen Gladen 10: [10 VBP] 
$gladest 1: [1 VBP] 
glady+t 1: [1 VBP] 
glareth 1: [1 VBP] 
gleade+d 3: [3 VBP] 
gleadie 1: [1 VBP] 
gleadie+d 1: [1 VBP] 
glede 1: [1 VBP] 
glede+t 2: [2 VBP] 
gledie 1: [1 VBP] 
gledye+t 1: [1 VBP] 
glit 1: [1 VBP] 
glorfie+t 1: [1 VBP] 
glorifie 1: [1 VBP] 
glorifie+t 2: [2 VBP] 
glorifien 1: [1 VBP] 
glorifieth 1: [1 VBP] 
glorifye 1: [1 VBP] 
glorifye+ 1: [1 VBP] 
glorifyen 1: [1 VBP] 
gloryfyes 1: [1 VBP] 
glose 1: [1 VBP] 
glosen 1: [1 VBP] 
gloson 1: [1 VBP] 
glowe 1: [1 VBP] 
gluche+d 1: [1 VBP] 
gluffe+d 1: [1 VBP] 
gnare 1: [1 VBP] 
gnaren 1: [1 VBP] 
gnawen 2: [2 VBP] 
gnawyth 1: [1 VBP] 
gne+ge+d 1: [1 VBP] 
gnei+ged 1: [1 VBP22] 
go GO Go 75: [75 VBP] 
go+d 6: [6 VBP] 
go+t 23: [23 VBP] 
go+te 5: [5 VBP] 
gode+t+t 1: [1 VBP] 
godele+t 2: [2 VBP] 
goe 1: [1 VBP] 
goen 1: [1 VBP] 
goist 2: [2 VBP] 
goith 7: [7 VBP] 
gomene+d 1: [1 VBP] 
gomeni 1: [1 VBP] 
gon 128: [128 VBP] 
gone 1: [1 VBP] 
goo Goo 14: [14 VBP] 
goo+t 2: [2 VBP] 
goon 3: [3 VBP] 
gooth 6: [6 VBP] 
gose 2: [2 VBP] 
gosshie+d 1: [1 VBP] 
gost 15: [15 VBP] 
goste 1: [1 VBP] 
goth GOTH 45: [45 VBP] 
gothe 2: [2 VBP] 
gouerne 1: [1 VBP] 
gouerne+t 2: [2 VBP] 
gouernen 1: [1 VBP] 
gouernes 1: [1 VBP] 
gouernest 1: [1 VBP] 
gouerneth 2: [2 VBP] 
gouernith 1: [1 VBP] 
gouernyth 2: [2 VBP] 
governe 2: [2 VBP] 
governes 1: [1 VBP] 
governeth 2: [2 VBP] 
goyn 1: [1 VBP] 
goys 1: [1 VBP] 
goyst 2: [2 VBP] 
goyt 1: [1 VBP] 
goyth 1: [1 VBP] 
gr+amige+d 1: [1 VBP] 
grant 1: [1 VBP] 
grante 1: [1 VBP] 
grante+t 1: [1 VBP] 
granti 1: [1 VBP] 
grape+d 1: [1 VBP] 
graund 1: [1 VBP] 
graunt 4: [4 VBP] 
graunte 29: [29 VBP] 
graunte+t 4: [4 VBP] 
graunten 4: [4 VBP] 
grauntes 1: [1 VBP] 
$grauntest 1: [1 VBP] 
graunteth 1: [1 VBP] 
graunti+t 1: [1 VBP] 
grauntith 1: [1 VBP] 
graunty+te 2: [2 VBP] 
grauntyth 1: [1 VBP] 
$grawnt grawnt 3: [3 VBP] 
grece 1: [1 VBP] 
grede Grede 3: [3 VBP] 
grede+d 3: [3 VBP] 
grede+t 2: [2 VBP] 
greden 1: [1 VBP] 
grei+de+d 1: [1 VBP] 
grei+di+d 1: [1 VBP] 
grei+ted 1: [1 VBP] 
greide+d 1: [1 VBP] 
greme+d 2: [2 VBP] 
gremest 1: [1 VBP] 
gremia+d 1: [1 VBP] 
gremied 1: [1 VBP] 
grene+d 1: [1 VBP] 
grene+t 1: [1 VBP] 
gret 3: [3 VBP] 
grete 1: [1 VBP] 
greten 1: [1 VBP] 
greteth 1: [1 VBP] 
gretith 1: [1 VBP] 
grette 1: [1 VBP] 
gretys 1: [1 VBP] 
greue 2: [2 VBP] 
greue+d 6: [6 VBP] 
greue+t 2: [2 VBP] 
greue+te 1: [1 VBP] 
greues 1: [1 VBP] 
greuest 1: [1 VBP] 
greueth 2: [2 VBP] 
greuyth 1: [1 VBP] 
greve 1: [1 VBP] 
greve+t 1: [1 VBP] 
greves 1: [1 VBP] 
greveth 1: [1 VBP] 
grevith 1: [1 VBP] 
grinde 1: [1 VBP] 
grinde+d 1: [1 VBP] 
grindesst 2: [2 VBP] 
grint 1: [1 VBP] 
gripeth 1: [1 VBP] 
grise 2: [2 VBP] 
grise+d 1: [1 VBP] 
groche+t 3: [3 VBP] 
grochi+t 2: [2 VBP] 
grome+d 1: [1 VBP] 
grotche 1: [1 VBP] 
grounden 1: [1 VBP] 
grounwde 1: [1 VBP] 
grouy+t 1: [1 VBP] 
growe 1: [1 VBP] 
growe+d 1: [1 VBP] 
growe+t 8: [8 VBP] 
growen 22: [22 VBP] 
growes 1: [1 VBP] 
groweth 13: [13 VBP] 
growndeth 1: [1 VBP] 
growndy+t 1: [1 VBP] 
growys 1: [1 VBP] 
growyth 1: [1 VBP] 
grucche 2: [2 VBP] 
grucche+d 1: [1 VBP] 
grucche+t 2: [2 VBP] 
grucche+te 1: [1 VBP] 
grucchen 1: [1 VBP] 
gruccheth 3: [3 VBP] 
grucchi+t 1: [1 VBP] 
gruchchen 2: [2 VBP] 
gruche 3: [3 VBP] 
gruche+d 2: [2 VBP] 
gruches 1: [1 VBP] 
gruchi+t 1: [1 VBP] 
grulle+d 1: [1 VBP] 
grutche 1: [1 VBP] 
grutchen 2: [2 VBP] 
grutchith 1: [1 VBP] 
gruuesi 1: [1 VBP] 
gryne 1: [1 VBP] 
grynte 1: [1 VBP] 
$gulte 1: [1 VBP] 
gulte+d 5: [5 VBP] 
guo 7: [7 VBP] 
guo+t 10: [10 VBP] 
gydeth 1: [1 VBP] 
gyf 7: [7 VBP] 
gyf+d 1: [1 VBP] 
gyfe 4: [4 VBP] 
gyfes 4: [4 VBP] 
gyff 2: [2 VBP] 
gyffe 9: [9 VBP] 
gyffes Gyffes 23: [23 VBP] 
gyffez 1: [1 VBP] 
gyfs 3: [3 VBP] 
gyle+t 1: [1 VBP] 
gynnyth 4: [4 VBP] 
gyue 3: [3 VBP] 
gyve 2: [2 VBP] 
gyves 1: [1 VBP] 
gyveth 1: [1 VBP] 
/*  ~H~  */
h+af+d 4: [4 HVP] 
h+at+d 1: [1 HVP] 
ha 2: [2 HVP] 
ha+t Ha+t $ha+t 304: [304 HVP] 
ha+te 45: [45 HVP] 
habb+a+d 1: [1 HVP] 
habbe $habbe Habbe 268: [267 HVP] [1 VBP] 
habbe+d $Habbe+d $habbe+d 198: [198 HVP] 
habbe+t 96: [96 HVP] 
habben 20: [20 HVP] 
habbet 9: [9 HVP] 
habbet+t 1: [1 HVP] 
habbeth 2: [2 HVP] 
habe 1: [1 HVP] 
habe+t 3: [3 HVP] 
habyde 1: [1 HVP] 
habydes 1: [1 VBP] 
hacke+d 1: [1 VBP] 
had 10: [10 HVP] 
haddest 1: [1 HVP] 
haddist 4: [4 HVP] 
hade 2: [2 HVP] 
haf 4: [4 HVP] 
haf+d 53: [53 HVP] 
haf+t 1: [1 HVP] 
hafdst 1: [1 HVP] 
hafe 98: [98 HVP] 
hafe+d 3: [3 HVP] 
hafe+t+t 29: [29 HVP] 
hafenn 4: [4 HVP] 
