/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Thu Jan 13 15:41:28 CET 2022

command file:     verblex_present.q
output file:      verblex_present.out

Lexicon:  
*/

/*  ~A~  */
signefiet 2: [2 VBP] 
signefieth 5: [5 VBP] 
signefiez 1: [1 VBP] 
signifie+t 2: [2 VBP] 
signifieth 9: [9 VBP] 
signyfyeth 1: [1 VBP] 
sihe+d 1: [1 VBP] 
siht 1: [1 VBP] 
sike+d 3: [3 VBP] 
sikele+d 1: [1 VBP] 
sikst 2: [2 VBP] 
silde 3: [3 VBP] 
sille+d 3: [3 VBP] 
sillith 1: [1 VBP] 
sin+ge+d 1: [1 VBP] 
sin+ge+t 1: [1 VBP] 
sindenn 2: [2 BEP] 
sinege 1: [1 VBP] 
sinege+d 4: [4 VBP] 
sinegen 1: [1 VBP] 
sing 3: [3 VBP] 
sing+d 1: [1 VBP] 
singa+d 1: [1 VBP] 
singe 5: [5 VBP] 
singe+d 23: [23 VBP] 
singe+t+t 1: [1 VBP] 
singen 5: [5 VBP] 
singest 2: [2 VBP] 
singne-fieth 1: [1 VBP] 
singnefie+t 1: [1 VBP] 
singnefien 1: [1 VBP] 
singnefieth 11: [11 VBP] 
singnefiis 1: [1 VBP] 
sinn+ghe+t+t 1: [1 VBP] 
sinndenn Sinndenn 35: [35 BEP] 
sist 3: [3 VBP] 
sit Sit 25: [24 VBP] [1 BEP] 
site 1: [1 VBP] 
sitt SITT 5: [5 VBP] 
sitte 15: [15 VBP] 
sitte+d 6: [6 VBP] 
sitte+t 2: [2 VBP] 
sitten 8: [8 VBP] 
sittest 4: [4 VBP] 
sitteth 1: [1 VBP] 
sittist 1: [1 VBP] 
sittuth 1: [1 VBP] 
sittyst 1: [1 VBP] 
sixt 1: [1 VBP] 
sixte 1: [1 VBP] 
ska+tesst 2: [2 VBP] 
skapyth 1: [1 VBP] 
skatheth 1: [1 VBP] 
skil 1: [1 VBP] 
skippe 1: [1 VBP] 
skippeth 1: [1 VBP] 
skirme+d 3: [3 VBP] 
skirrpe+t+t 1: [1 VBP] 
skirrpenn 1: [1 VBP] 
skorne 1: [1 VBP] 
sl+apenn 1: [1 VBP] 
sla 3: [3 VBP] 
sla+g+t 2: [2 VBP] 
sla+ge+d 1: [1 VBP] 
sla+ge+t 1: [1 VBP] 
sla+t 2: [2 VBP] 
slaa 2: [2 VBP] 
slaas 3: [3 VBP] 
slaes 3: [3 VBP] 
slage 1: [1 VBP] 
slakes 1: [1 VBP] 
slape+d 2: [2 VBP] 
slas 2: [2 VBP] 
slase 1: [1 VBP] 
slast 2: [2 VBP] 
sle 9: [9 VBP] 
sle+d 6: [6 VBP] 
sle+t 2: [2 VBP] 
slea 3: [3 VBP] 
slea+d 5: [5 VBP] 
sleate+d 1: [1 VBP] 
slec+d 1: [1 VBP] 
slee 2: [2 VBP] 
sleen 6: [6 VBP] 
sleest 2: [2 VBP] 
sleeth 18: [18 VBP] 
slen 5: [5 VBP] 
slep+t 1: [1 VBP] 
slepe 18: [18 VBP] 
slepe+d $slepe+d 5: [5 VBP] 
slepe+t 1: [1 VBP] 
slepest 1: [1 VBP] 
slepeth 1: [1 VBP] 
slepi+t 2: [2 VBP] 
slepis 1: [1 VBP] 
slepith 2: [2 VBP] 
slepon 1: [1 VBP] 
slepu+t 4: [4 VBP] 
$slepust 1: [1 VBP] 
slepyn 1: [1 VBP] 
slepyth 1: [1 VBP] 
sleth 1: [1 VBP] 
sley 1: [1 VBP] 
sleythe 1: [1 VBP] 
slide+d 1: [1 VBP] 
slidere+d 1: [1 VBP] 
slideth 1: [1 VBP] 
slokynns 1: [1 VBP] 
slokyns 1: [1 VBP] 
slowen 1: [1 VBP] 
smachchy+t 1: [1 VBP] 
smacke+t 7: [7 VBP] 
smakere+d 1: [1 VBP] 
sme+de+d 2: [2 VBP] 
smealle+d 1: [1 VBP] 
smeche+d 2: [2 VBP] 
smelle 1: [1 VBP] 
smelle+d 1: [1 VBP] 
smelle+t 2: [2 VBP] 
smellen 2: [2 VBP] 
smelles 1: [1 VBP] 
smellys 1: [1 VBP] 
smeo+de+d 1: [1 VBP] 
smeorte+d 1: [1 VBP] 
smerie+t 1: [1 VBP] 
smerte+d 3: [3 VBP] 
smirie+d 1: [1 VBP] 
smit 12: [12 VBP] 
smitis 1: [1 VBP] 
smu+g+d 1: [1 VBP] 
smu+ge+d 3: [3 VBP] 
smug+d 1: [1 VBP] 
smuhg+d 2: [2 VBP] 
smurie+d 1: [1 VBP] 
smy+gt 1: [1 VBP] 
smyt 3: [3 VBP] 
smyte 3: [3 VBP] 
smyte+t 2: [2 VBP] 
smyten 1: [1 VBP] 
smytes 1: [1 VBP] 
smyteth 2: [2 VBP] 
smytt 1: [1 VBP] 
smyttes 1: [1 VBP] 
smyty+te 1: [1 VBP] 
smytyth 4: [4 VBP] 
sneuie+d 1: [1 VBP] 
snibbe+t 1: [1 VBP] 
snike+d 1: [1 VBP] 
sobbe+d 1: [1 VBP] 
sobbith 1: [1 VBP] 
soffre+t 1: [1 VBP] 
softe+d 2: [2 VBP] 
solden 1: [1 VBP] 
somon 2: [2 VBP] 
somone+t 2: [2 VBP] 
somoune+t 1: [1 VBP] 
sompne 2: [2 VBP] 
sompnest 1: [1 VBP] 
sor+ge+d 1: [1 VBP] 
sorhe+d 1: [1 VBP] 
sorowes 1: [1 VBP] 
sorwe 1: [1 VBP] 
sorwe+t 1: [1 VBP] 
sorweth 1: [1 VBP] 
sorwith 1: [1 VBP] 
sorwyst 1: [1 VBP] 
sostene+t 3: [3 VBP] 
sostinet 1: [1 VBP] 
sostyene+t 3: [3 VBP] 
soue+t 1: [1 VBP] 
soundeth 2: [2 VBP] 
soundith 1: [1 VBP] 
$soune+t 1: [1 VBP] 
souned 1: [1 VBP] 
sounes 1: [1 VBP] 
sounnen 1: [1 VBP] 
sounneth 1: [1 VBP] 
soupe 1: [1 VBP] 
sourden 3: [3 VBP] 
sourdeth 3: [3 VBP] 
sourmounte+t 1: [1 VBP] 
sourmounten 1: [1 VBP] 
sowdis 1: [1 VBP] 
sowe 2: [2 VBP] 
sowe+d 7: [7 VBP] 
sowe+t 2: [2 VBP] 
sowen 2: [2 VBP] 
sowith 2: [2 VBP] 
sowkyn 1: [1 VBP] 
sowne 1: [1 VBP] 
sowne+t 4: [4 VBP] 
sownen 1: [1 VBP] 
sownes 1: [1 VBP] 
sowneth 3: [3 VBP] 
sownnes 1: [1 VBP] 
sowunes 1: [1 VBP] 
sp+akenn 1: [1 VBP] 
spac 1: [1 VBP] 
spale+d 6: [6 VBP] 
spare 1: [1 VBP] 
spare+d 1: [1 VBP] 
spare+t 1: [1 VBP] 
sparen 1: [1 VBP] 
spares 2: [2 VBP] 
spareth 3: [3 VBP] 
sparien 1: [1 VBP] 
sparith 1: [1 VBP] 
sparre+d 1: [1 VBP22] 
sparyth 1: [1 VBP] 
spearie+d 1: [1 VBP] 
spec 1: [1 VBP] 
spec+d 40: [40 VBP] 
spec+t 3: [3 VBP] 
speca+d 3: [3 VBP] 
specce 1: [1 VBP] 
spece+d 1: [1 VBP] 
spech 1: [1 VBP] 
spech+d 1: [1 VBP] 
speche 2: [2 VBP] 
specifie+t 2: [2 VBP] 
spede 4: [4 VBP] 
spede+d 1: [1 VBP] 
speden 1: [1 VBP] 
spedesst 1: [1 VBP] 
spedest 2: [2 VBP] 
spedith 2: [2 VBP] 
speeke 1: [1 VBP] 
spek 1: [1 VBP] 
spek+d 8: [8 VBP] 
spek+t 9: [9 VBP] 
speke $speke Speke 86: [86 VBP] 
speke+d 57: [57 VBP] 
speke+t 16: [16 VBP] 
speke+t+t 1: [1 VBP] 
speked 2: [2 VBP] 
speken 28: [28 VBP] 
spekes 11: [11 VBP] 
spekest 5: [5 VBP] 
speket 2: [2 VBP] 
speketh 16: [16 VBP] 
speki+t 20: [20 VBP] 
spekis 28: [28 VBP] 
spekist 2: [2 VBP] 
spekiste 1: [1 VBP] 
spekith SPEKITH 34: [34 VBP] 
spekon 10: [10 VBP] 
spekth 1: [1 VBP] 
speku+t 7: [7 VBP] 
speky+t 3: [3 VBP] 
speky+te 3: [3 VBP] 
spekyn 2: [2 VBP] 
spekys 6: [6 VBP] 
spekyst 2: [2 VBP] 
spekyth 12: [12 VBP] 
spele 1: [1 VBP] 
spele+d 8: [7 VBP] [1 VBP22] 
spelest 1: [1 VBP] 
spelle 2: [2 VBP] 
spelle+d 1: [1 VBP] 
spelle+t+t 2: [2 VBP] 
spellenn 3: [3 VBP] 
spellesst 1: [1 VBP] 
spenden 1: [1 VBP] 
spendeth 1: [1 VBP] 
spene 1: [1 VBP] 
spene+d 1: [1 VBP] 
spenen 1: [1 VBP] 
spenest 1: [1 VBP] 
speoke 2: [2 VBP] 
speoke+d 2: [2 VBP] 
speoken 4: [4 VBP] 
speowe 1: [1 VBP] 
speowe+d 5: [5 VBP] 
sperki 1: [1 VBP] 
spesefieth 1: [1 VBP] 
spewe+d 2: [2 VBP] 
spil+t 1: [1 VBP] 
spille 2: [2 VBP] 
spille+d 2: [2 VBP] 
spillest 1: [1 VBP] 
$spit spit 5: [4 VBP] [1 VBP22] 
spoken 1: [1 VBP] 
spoyleth 1: [1 VBP] 
spratt 1: [1 VBP] 
sprede+d 1: [1 VBP] 
spredes 1: [1 VBP] 
spredeth 1: [1 VBP] 
sprenges 1: [1 VBP] 
sprengest 1: [1 VBP] 
spret 3: [3 VBP] 
spring+t 1: [1 VBP] 
springe+d 3: [3 VBP] 
springed 1: [1 VBP] 
springen 1: [1 VBP] 
springenn 1: [1 VBP] 
springeth 1: [1 VBP] 
sprut 1: [1 VBP] 
sprute+d 3: [3 VBP] 
sprynge 1: [1 VBP] 
spryngen 6: [6 VBP] 
sprynges 4: [4 VBP] 
spryngeth 7: [7 VBP] 
spryngge 1: [1 VBP] 
spryngyn 1: [1 VBP] 
sprynkt 1: [1 VBP] 
spure+d 1: [1 VBP] 
spurne+d 1: [1 VBP] 
sput 1: [1 VBP] 
sputte 1: [1 VBP] 
spuyle 1: [1 VBP] 
spuylen 2: [2 VBP] 
spuylu+t 1: [1 VBP] 
spyll 1: [1 VBP] 
spynnen 1: [1 VBP] 
sru+de+d 1: [1 VBP] 
ssake 1: [1 VBP] 
ssast 1: [1 VBP] 
sseawe+t 10: [10 VBP] 
sseawy 1: [1 VBP] 
ssel 6: [6 VBP] 
sselt 2: [2 VBP] 
ssep+t 1: [1 VBP] 
sseppe+t 1: [1 VBP] 
ssept 1: [1 VBP] 
ssewe+t 19: [19 VBP] 
ssin+t 1: [1 VBP] 
ssrede+t 1: [1 VBP] 
ssylde 1: [1 VBP] 
ssyne+t 1: [1 VBP] 
stabelis 1: [1 VBP] 
stabil 1: [1 VBP] 
stabills 1: [1 VBP] 
stablis 2: [2 VBP] 
stablissith 1: [1 VBP] 
stamer 1: [1 VBP] 
stampe+t 1: [1 VBP] 
stand 1: [1 VBP] 
stande 6: [6 VBP] 
stande+t 2: [2 VBP] 
standes 6: [6 VBP] 
standest 1: [1 VBP] 
$standeth standeth 6: [6 VBP] 
standis 2: [2 VBP] 
standist 1: [1 VBP] 
standith 1: [1 VBP] 
stannde 3: [3 VBP] 
stannde+t+t 5: [5 VBP] 
stanndenn 5: [5 VBP] 
stannt 8: [8 VBP] 
stant 23: [23 VBP] 
staunge+t 1: [1 VBP] 
ste+ge 2: [2 VBP] 
ste+gen 1: [1 VBP] 
stee 1: [1 VBP] 
stei+ge 1: [1 VBP] 
stel+t 4: [4 VBP] 
stele 2: [2 VBP] 
stele+t 5: [5 VBP] 
stelen 2: [2 VBP] 
steleth 3: [3 VBP] 
steli+t 1: [1 VBP] 
stelst 1: [1 VBP] 
stenchen 1: [1 VBP] 
steoled 1: [1 VBP] 
steore+t+t 2: [2 VBP] 
steorest 1: [1 VBP] 
steori+d 1: [1 VBP] 
steorue 1: [1 VBP] 
stere 1: [1 VBP] 
stere+t 1: [1 VBP] 
stere+t+t 1: [1 VBP] 
stereth 1: [1 VBP] 
sterf 1: [1 VBP] 
sterf+t $sterf+t 4: [4 VBP] 
sterfst 1: [1 VBP] 
sterft 1: [1 VBP] 
steri+t 1: [1 VBP] 
sterith 2: [2 VBP] 
stertet 1: [1 VBP22] 
sterue+t 3: [3 VBP] 
steuenti+d 1: [1 VBP] 
stey+gen 1: [1 VBP] 
steyen 1: [1 VBP] 
sti+ge 1: [1 VBP] 
sti+ge+d 1: [1 VBP] 
sti+ghe+t+t 2: [2 VBP] 
sti+gith 2: [2 VBP] 
stica+d 2: [2 VBP] 
sticat 1: [1 VBP] 
stiche+d 1: [1 VBP] 
stie 1: [1 VBP] 
stie+d 1: [1 VBP] 
stieren 1: [1 VBP] 
stieth 2: [2 VBP] 
stihe+d 1: [1 VBP] 
stik+d 1: [1 VBP] 
stike+d 3: [2 VBP] [1 VBP22] 
stille+d 1: [1 VBP] 
stilleth 1: [1 VBP] 
stinc+d 1: [1 VBP] 
stinge+d 3: [3 VBP] 
stingenn 1: [1 VBP] 
stinke+d 17: [17 VBP] 
stinkest 1: [1 VBP] 
stinkyth 1: [1 VBP] 
stinnke+t+t 1: [1 VBP] 
stir 1: [1 VBP] 
stire 3: [3 VBP] 
stire+t+t 1: [1 VBP] 
stiren 1: [1 VBP] 
stireth 1: [1 VBP] 
stiri+t 2: [2 VBP] 
stirith 1: [1 VBP] 
stirres 1: [1 VBP] 
stirte 1: [1 VBP] 
stod 1: [1 VBP] 
stode 2: [2 VBP] 
stodyst 1: [1 VBP] 
stomblith 1: [1 VBP] 
stonche+t 1: [1 VBP] 
stonde 18: [17 VBP] [1 VBP22] 
stonde+d $stonde+d 7: [7 VBP] 
stonde+t 12: [12 VBP] 
stonden 10: [10 VBP] 
stondest 7: [1 VBP22] [6 VBP] 
stondeth 6: [6 VBP] 
stondi+t 5: [5 VBP] 
stondist 5: [5 VBP] 
stondith 13: [13 VBP] 
stondon 1: [1 VBP] 
stondu+t 3: [3 VBP] 
stondy+te 1: [1 VBP] 
stondys 1: [1 VBP] 
stondyth 3: [3 VBP] 
stonen 1: [1 VBP] 
stont 23: [1 VBP22] [22 VBP] 
stonyes 1: [1 VBP] 
stoonden 1: [1 VBP] 
stoonen 1: [1 VBP] 
stoppe+d 1: [1 VBP] 
stoppe+t 3: [3 VBP] 
stoppen 1: [1 VBP] 
stracchet 1: [1 VBP] 
strangil 1: [1 VBP] 
stranglen 2: [2 VBP] 
strangleth 1: [1 VBP] 
strayny 1: [1 VBP] 
strecche+d 1: [1 VBP] 
strecche+t 2: [2 VBP] 
strecchen 2: [2 VBP] 
streccheth 3: [3 VBP] 
strechcheth 1: [1 VBP] 
streche+d 1: [1 VBP] 
strein+ted 1: [1 VBP] 
stremen 1: [1 VBP] 
strene+d 1: [1 VBP] 
strene+t+t 1: [1 VBP] 
streng+dde+d 1: [1 VBP] 
streng+te+t 2: [2 VBP] 
strenge 1: [1 VBP] 
strenge+d 3: [3 VBP] 
strenged 1: [1 VBP] 
strenk+te+t 2: [2 VBP] 
streon+t 1: [1 VBP] 
streone+d 5: [5 VBP] 
streonet 1: [1 VBP] 
strepe 1: [1 VBP] 
strepe+t 1: [1 VBP] 
stresse 1: [1 VBP] 
strewe+t 1: [1 VBP] 
streyne 3: [3 VBP] 
streyne+t 2: [2 VBP] 
streynes 1: [1 VBP] 
streynith 1: [1 VBP] 
strien 1: [1 VBP] 
strike+d 2: [2 VBP] 
strit 1: [1 VBP22] 
striue 1: [1 VBP] 
striue+d 1: [1 VBP] 
striui+t 1: [1 VBP] 
strobule+t 1: [1 VBP] 
stron+gian 1: [1 VBP] 
strue+d 1: [1 VBP] 
struie+d 1: [1 VBP] 
stryfe 2: [2 VBP] 
stryue 1: [1 VBP] 
stryuen 2: [2 VBP] 
stryve 2: [2 VBP] 
stryveth 3: [3 VBP] 
stude+t 1: [1 VBP] 
studegi+d 1: [1 VBP] 
studgi 1: [1 VBP] 
studie 1: [1 VBP] 
studie+t 4: [4 VBP] 
studien 1: [1 VBP] 
studye Studye 2: [2 VBP] 
studyeth 1: [1 VBP] 
studyon 1: [1 VBP] 
stuf 1: [1 VBP] 
stura+d 2: [2 VBP] 
sture+d 6: [6 VBP] 
sture+t 2: [2 VBP] 
sturia+d 1: [1 VBP] 
sturie+d 1: [1 VBP] 
stut 3: [3 VBP] 
stutte+d 2: [2 VBP] 
stycketh 1: [1 VBP] 
stykith 1: [1 VBP] 
styngeth 1: [1 VBP] 
stynken 1: [1 VBP] 
stynkith 1: [1 VBP] 
stynky+te 1: [1 VBP] 
stynte 2: [2 VBP] 
stynte+t 1: [1 VBP] 
stynten 1: [1 VBP] 
styntheth 1: [1 VBP] 
styntyn 1: [1 VBP] 
styntyth 1: [1 VBP] 
styre 1: [1 VBP] 
styrith 2: [2 VBP] 
submytte 1: [1 VBP] 
submytten 1: [1 VBP] 
submyttes 1: [1 VBP] 
subverteth 1: [1 VBP] 
succedith 2: [2 VBP] 
sucuri 2: [2 VBP] 
sue 2: [2 VBP] 
sue+t 3: [3 VBP] 
suen 9: [9 VBP] 
sueth 13: [13 VBP] 
suffer 3: [3 VBP] 
suffereth 1: [1 VBP] 
suffers 12: [12 VBP] 
sufferth 1: [1 VBP] 
sufferyst 2: [2 VBP] 
suffice Suffice 4: [4 VBP] 
sufficen 1: [1 VBP] 
suffices 1: [1 VBP] 
sufficeth 1: [1 VBP] 
sufficith 1: [1 VBP] 
suffir 6: [6 VBP] 
suffire 3: [3 VBP] 
suffirs 1: [1 VBP] 
suffisches 1: [1 VBP] 
suffise 2: [2 VBP] 
suffise+t 3: [3 VBP] 
suffisen 2: [2 VBP] 
suffiseth 5: [5 VBP] 
suffisith 3: [3 VBP] 
suffisu+t 1: [1 VBP] 
suffisy+t 1: [1 VBP] 
suffre 17: [17 VBP] 
suffre+t 5: [5 VBP] 
suffredist 1: [1 VBP] 
suffredyst 1: [1 VBP] 
suffren 10: [10 VBP] 
$suffrest 1: [1 VBP] 
suffreth 7: [7 VBP] 
suffrith 1: [1 VBP] 
suffryth 1: [1 VBP] 
suffyce 1: [1 VBP] 
suffyr 7: [7 VBP] 
suffyrs 1: [1 VBP] 
suffyrst 1: [1 VBP] 
suffyse 1: [1 VBP] 
sugge 1: [1 VBP] 
suhe+d 1: [1 VBP] 
sulde 1: [1 VBP] 
sule+d 4: [4 VBP] 
sulest 1: [1 VBP] 
sull+de 1: [1 VBP] 
sulle 1: [1 VBP] 
sulle+d 8: [8 VBP] 
sullen 3: [3 VBP] 
sundre+d 3: [3 VBP] 
sundri+d 1: [1 VBP] 
sune+d 1: [1 VBP] 
sune+ge+d 1: [1 VBP] 
sunega+d 1: [1 VBP] 
sunege 1: [1 VBP] 
sunege+d 3: [3 VBP] 
sunegest 5: [5 VBP] 
suneget 1: [1 VBP] 
suneghie 1: [1 VBP] 
sunegie 1: [1 VBP] 
sunegie+d 1: [1 VBP] 
sunegien 1: [1 VBP] 
sunegiet 1: [1 VBP] 
sunge+d 1: [1 VBP] 
sungest 1: [1 VBP] 
supplaunte+t 1: [1 VBP] 
supporteth 1: [1 VBP] 
suppose 15: [15 VBP] 
suppose+t 3: [3 VBP] 
supposen 7: [7 VBP] 
supposes 1: [1 VBP] 
supposon 1: [1 VBP] 
supposse 1: [1 VBP] 
supposu+t 1: [1 VBP] 
surmounten 1: [1 VBP] 
surmounteth 1: [1 VBP] 
sustayne 1: [1 VBP] 
susteine 1: [1 VBP] 
sustenen 3: [3 VBP] 
susteyne 2: [2 VBP] 
susteyne+t 2: [2 VBP] 
susteynest 1: [1 VBP] 
susteyneth 1: [1 VBP] 
sustyene+t 1: [1 VBP] 
suteli 2: [2 VBP] 
suwe+t 2: [2 VBP] 
swagen 1: [1 VBP] 
swagith 1: [1 VBP] 
swast 1: [1 VBP] 
swat 1: [1 VBP] 
sweame+d 1: [1 VBP] 
sweig+d 1: [1 VBP] 
swel+d 2: [2 VBP] 
swelawes 1: [1 VBP] 
swelge 1: [1 VBP] 
swelle 2: [2 VBP] 
swelle+d 1: [1 VBP] 
swelle+t 1: [1 VBP] 
swelt 4: [4 VBP] 
swelte 2: [2 VBP] 
swelte+d 3: [3 VBP] 
swelweth 1: [1 VBP] 
sweme+d 1: [1 VBP] 
swenchest 2: [2 VBP] 
sweoked 1: [1 VBP] 
swer 3: [3 VBP] 
swere 6: [6 VBP] 
swere+d 4: [4 VBP] 
swere+t 1: [1 VBP] 
sweren 4: [4 VBP] 
swereth 1: [1 VBP] 
sweri+ge+d 1: [1 VBP] 
swerie 3: [3 VBP] 
swerie+d 2: [2 VBP] 
sweris 2: [2 VBP] 
swerith 1: [1 VBP] 
swerus 1: [1 VBP] 
sweryn 2: [2 VBP] 
swet 1: [1 VBP] 
swete+d 2: [2 VBP] 
swete+t 1: [1 VBP] 
swetith 2: [2 VBP] 
swewe 1: [1 VBP] 
swiete+d 1: [1 VBP] 
swige+d 1: [1 VBP] 
swike 4: [4 VBP] 
swike+d 2: [1 VBP22] [1 VBP] 
swimme+d 1: [1 VBP] 
swimmest 1: [1 VBP] 
swinca+d 1: [1 VBP] 
swinch 1: [1 VBP] 
swincke 1: [1 VBP] 
swing+d 1: [1 VBP] 
swinge+d 1: [1 VBP] 
swinke+d Swinke+d 10: [10 VBP] 
swinnke+t+t 1: [1 VBP] 
swo 1: [1 VBP] 
swole+ge+d 2: [2 VBP] 
swolege+d 1: [1 VBP] 
swolewe 2: [2 VBP] 
swolewe+t 2: [2 VBP] 
swolwe 1: [1 VBP] 
swolwen 3: [3 VBP] 
swope+d 1: [1 VBP] 
sy+g 1: [1 VBP] 
sye+d 1: [1 VBP] 
syen 1: [1 VBP] 
syghe 1: [1 VBP] 
sygnefieth 1: [1 VBP] 
sykst Sykst 2: [2 VBP] 
syn+ge 1: [1 VBP] 
synd 3: [3 BEP] 
synden Synden 8: [8 BEP] 
syndon 1: [1 BEP] 
synege+d 1: [1 VBP] 
synegige 1: [1 VBP] 
syng 1: [1 VBP] 
synge 5: [5 VBP] 
syngen 6: [6 VBP] 
synges 2: [2 VBP] 
syngest 1: [1 VBP] 
syngeth 3: [3 VBP] 
syngu+te 1: [1 VBP] 
syngy+te 1: [1 VBP] 
syngyst 1: [1 VBP] 
syngyth 3: [3 VBP] 
syngythe 2: [2 VBP] 
synk 1: [1 VBP] 
synki+t 1: [1 VBP] 
synkyth 1: [1 VBP] 
synn 1: [1 VBP] 
synne 6: [6 VBP] 
synne+t 5: [5 VBP] 
synnen 10: [10 VBP] 
synnes 3: [3 VBP] 
synneth 11: [11 VBP] 
synnon 1: [1 VBP] 
syns 1: [1 VBP] 
syt 2: [2 VBP] 
sytes 1: [1 VBP] 
sytt 14: [14 VBP] 
sytte 2: [2 VBP] 
sytten 4: [4 VBP] 
syttest 1: [1 VBP] 
sytteth 4: [4 VBP] 
sytty+te 2: [2 VBP] 
/*  ~T~  */
+tafe 1: [1 VBP] 
+tanke 2: [2 VBP] 
+tanke+d 1: [1 VBP] 
+tanken 3: [3 VBP] 
+tanki 1: [1 VBP] 
+tankin 1: [1 VBP] 
+tanky+t 1: [1 VBP] 
+tannke 2: [2 VBP] 
+tarf 2: [2 VBP] 
+teaue+d 1: [1 VBP] 
+teauie+d 2: [2 VBP] 
+tefa+gene+d 1: [1 VBP] 
$+tegne+d +tegne+d 2: [2 VBP] 
+ten-che+d 2: [2 VBP] 
+tenc+d 2: [2 VBP] 
+tenc+t 2: [2 VBP] 
+tence+d 1: [1 VBP] 
+tench 1: [1 VBP] 
+tenche 12: [10 VBP] [2 VBP22] 
+tenche+d 31: [31 VBP] 
+tenche+t 2: [2 VBP] 
+tenchen 6: [6 VBP] 
+tenchest 3: [3 VBP] 
+tenchet 2: [2 VBP] 
+tencst $+tencst 3: [3 VBP] 
+teneke 1: [1 VBP] 
+teng+t 9: [9 VBP] 
+tenien 1: [1 VBP] 
+tenige+d 1: [1 VBP] 
+tenk 1: [1 VBP] 
+tenke 12: [12 VBP] 
+tenke+t 4: [4 VBP] 
+tenken 8: [8 VBP] 
+tenkon 7: [7 VBP] 
+tenkst 2: [2 VBP] 
+tenku+t 1: [1 VBP] 
+tenkyth 1: [1 VBP] 
+teostrit 1: [1 VBP] 
$+teote+d 1: [1 VBP] 
+teowest 1: [1 VBP] 
+teowwtenn 3: [3 VBP] 
+teowwtesst 2: [2 VBP] 
+terf 1: [1 VBP] 
+terschen 1: [1 VBP] 
+tewuen 1: [1 VBP] 
+tie+d 1: [1 VBP] 
+tigge 1: [1 VBP] 
+tinc 1: [1 VBP] 
+tinc+d 6: [6 VBP] 
+tinc+t 3: [3 VBP] 
+tince 1: [1 VBP] 
+tinche 1: [1 VBP] 
+tinche+d 9: [9 VBP] 
+ting+d 3: [3 VBP] 
+ting+t 10: [10 VBP] 
+tinge 2: [2 VBP] 
+tinge+d 1: [1 VBP] 
+tingen 1: [1 VBP] 
+tingie 1: [1 VBP] 
+tingketh 1: [1 VBP22] 
+tink 22: [22 VBP] 
+tinke 5: [5 VBP] 
+tinke+d 2: [2 VBP] 
+tinke+t 6: [6 VBP] 
+tinken 3: [3 VBP] 
+tinkes 1: [1 VBP] 
+tinkest 1: [1 VBP] 
+tinki+t 4: [4 VBP] 
+tinkist 2: [2 VBP] 
+tinku+t 2: [2 VBP] 
+tinky+t 1: [1 VBP] 
+tinnke+t+t 6: [6 VBP] 
+tole 2: [2 VBP] 
+tole+d 15: [15 VBP] 
+tole+t 1: [1 VBP] 
+tolest 5: [5 VBP] 
+toli+ge 1: [1 VBP] 
+toli+ge+d 1: [1 VBP] 
+tolie 6: [6 VBP] 
+tolie+d $+tolie+d 21: [21 VBP] 
+tolied 1: [1 VBP] 
+tolien 3: [3 VBP] 
+toncke 1: [1 VBP] 
+toncki 1: [1 VBP] 
+tonk 1: [1 VBP] 
+tonke 5: [5 VBP] 
+tonke+d 2: [2 VBP] 
+tonke+t 6: [6 VBP] 
+tonketh 1: [1 VBP] 
+tonki 6: [6 VBP] 
+tonki+d 1: [1 VBP] 
+tonkien 2: [2 VBP] 
+tonkiet 1: [1 VBP] 
+tonkin 1: [1 VBP] 
+tostre+t 1: [1 VBP] 
+trat 1: [1 VBP] 
+trau+t 4: [4 VBP] 
+treapne+t 1: [1 VBP] 
+treat 1: [1 VBP] 
+treate 2: [1 VBP-LFD] [1 VBP-RSP] 
+treate+d 3: [3 VBP] 
+treates 1: [1 VBP] 
+trepe+d 1: [1 VBP] 
+tresshesst 4: [4 VBP] 
+trest 1: [1 VBP] 
+tresten 1: [1 VBP] 
+tretyst 1: [1 VBP] 
+trostys 1: [1 VBP] 
+trowe+t 1: [1 VBP] 
+trunge+d 1: [1 VBP] 
+tuchte 1: [1 VBP] 
+tudde 1: [1 VBP] 
+tuhte 1: [1 VBP] 
+tunche 13: [11 VBP] [2 VBP22] 
$+tunche+d +tunche+d 66: [66 VBP] 
+tunched 1: [1 VBP] 
+tunh 1: [1 VBP] 
$+tur+de 1: [1 VBP] 
+tur+ge+d 1: [1 VBP] 
+tur+gwunie 1: [1 VBP] 
+turch 2: [2 VBP21] 
+turchfulle+d 1: [1 VBP] 
+turg 1: [1 VBP] 
+turh 1: [1 VBP21] 
+turh-wunest 1: [1 VBP] 
+turhwune+d 1: [1 VBP] 
+turhwunige+d 1: [1 VBP] 
+turle+d 3: [3 VBP] 
+turrhwundenn 1: [1 VBP] 
+turst 1: [1 VBP] 
+turste 1: [1 VBP] 
+turwune+d 1: [1 VBP] 
+tynce 1: [1 VBP] 
+tynk 11: [11 VBP] 
+tynke 3: [3 VBP] 
+tynke+t 3: [3 VBP] 
+tynkes 1: [1 VBP] 
t+ace 1: [1 VBP] 
t+ache+t+t 3: [3 VBP] 
t+ale 1: [1 VBP] 
t+ale+t+t 1: [1 VBP] 
